,Estado,Celular,Televisão por assinatura,Acesso a internet no próprio domicílio,Acesso a internet por 3g ou 4g,Acesso por banda larga,Renda
96438,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96440,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96476,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96478,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96539,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96550,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96556,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
96587,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96590,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96595,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96608,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96609,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96689,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96715,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96726,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96738,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96765,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96767,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96823,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96834,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96851,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96866,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96868,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96869,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96944,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
96967,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96986,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
96999,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97001,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97022,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97035,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97049,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97050,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97056,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97058,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97059,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97064,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97087,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97089,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97094,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97106,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97109,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97114,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97116,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97134,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97147,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97154,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97163,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97202,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97271,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97329,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97331,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97336,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97340,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97369,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97411,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97418,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97469,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97496,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97515,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97624,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97632,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97638,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97642,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97652,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97656,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97708,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97744,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97754,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97756,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97765,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97770,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97784,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97810,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97813,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97816,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97832,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97833,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
97862,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97864,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
97869,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97895,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
97910,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98014,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98015,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98021,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98046,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98058,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98062,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98077,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98142,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98153,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98195,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98217,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98226,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98232,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98244,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98245,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98249,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98252,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98253,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98258,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98271,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98277,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98287,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98307,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98309,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98335,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98342,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98343,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98345,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98348,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98349,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98356,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98361,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98362,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98367,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98369,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98374,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98377,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98383,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98473,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98475,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98479,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98487,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98491,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98525,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98528,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98529,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98531,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98536,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98539,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98557,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98566,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98574,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98584,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98586,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98589,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98595,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98596,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98597,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98629,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98635,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98638,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98639,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98831,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98834,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98841,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98842,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98844,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98845,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98848,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98850,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98852,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98863,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98891,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98895,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98897,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98901,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98902,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98917,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98921,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98951,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98955,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98956,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98958,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98962,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98966,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98974,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98979,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98981,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98984,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98988,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98990,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98991,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
98992,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98993,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
98994,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
98996,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99026,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99029,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99030,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99031,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99037,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99039,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99043,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99045,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99049,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99050,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99058,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99085,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99087,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99139,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99149,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99154,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99155,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99165,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99172,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99179,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99202,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99213,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99236,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99258,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99260,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99356,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99358,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99388,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99394,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99510,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99520,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99530,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99534,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99537,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99541,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99548,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99549,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99550,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99553,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99590,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99609,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99682,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99683,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99691,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99693,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99706,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99708,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99722,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99748,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99784,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
99787,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99789,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99792,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99819,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
99920,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
99940,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100074,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100123,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100131,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100154,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100171,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100196,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100228,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100311,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100316,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100320,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100325,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100327,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100351,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100352,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100354,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100356,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100359,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100361,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100370,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100376,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100392,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100438,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100442,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100443,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100476,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100504,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100533,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100534,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100537,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100538,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100540,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100547,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100607,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100616,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100652,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100671,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100686,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100698,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100699,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100700,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100709,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100715,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100721,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100731,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100736,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100740,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100746,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100749,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100787,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100790,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100803,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100804,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100806,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100812,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100813,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100822,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100837,São Paulo,Sim,Sim,Sim,Sim,Sim,Renda abaixo de R$1000
100931,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100935,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100942,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100947,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100950,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100951,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100955,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100956,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100964,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
100966,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 3000 e 20000 reais
100968,São Paulo,Sim,Sim,Sim,Sim,Sim,Entre 1000 e 3000 reais
